path;total_conversions;total_conversion_value;total_null
paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > Tiktok > Tiktok > paid search > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > snapchat > snapchat > FB > paid search > Tiktok > Tiktok > paid search > Tiktok > snapchat > snapchat > snapchat > snapchat > snapchat > paid search > Tiktok > paid search > Tiktok > FB > snapchat > paid search > Tiktok > Tiktok > Tiktok > Tiktok > Bing > paid search > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > paid search > paid search > Tiktok > Tiktok > FB > paid search > Tiktok > Tiktok > Bing > paid search > paid search;1;6.732;3
paid search > paid search > FB > FB;1;2.451;3
FB > display > paid search > Bing > Pinterest;1;1.16;2
FB;1;3.32;3
snapchat > snapchat > display > snapchat;1;7.48;2
FB;1;0.529;3
paid search > snapchat > paid search;0;0;3
snapchat > snapchat > Tiktok > Tiktok > Tiktok > snapchat > Tiktok > Tiktok > snapchat > Tiktok > Tiktok > snapchat > Tiktok > retargeting> retargeting> retargeting> retargeting> Pinterest > retargeting> Tiktok;0;0;3
paid search > paid search > paid search > paid search > snapchat > snapchat > paid search > snapchat > snapchat > snapchat > FB > snapchat > snapchat > FB;1;3.145;2
snapchat > FB > Bing > snapchat > FB;1;4.55;3
FB > FB;1;2.393;3
Pinterest > snapchat > FB > Bing > paid search;1;2.408;3
FB > FB;2;12.096;6
Pinterest > snapchat > paid search > snapchat > paid search > FB;1;9;2
paid search > display > display > display > paid search > display > display > paid search > paid search;1;3.06;3
FB;1;1.742;3
Pinterest > snapchat > FB;0;0;3
Pinterest > paid search > Pinterest > Tiktok > paid search > paid search > Tiktok;1;2.775;2
FB;1;3.562;3
snapchat > FB > paid search > Pinterest > snapchat > Pinterest;1;2.325;2
retargeting> Tiktok > Tiktok > snapchat > Tiktok > Tiktok;1;4.2;3
FB > Tiktok > Tiktok;1;3.511;2
FB;0;0;2
display > Tiktok > Tiktok > Tiktok > paid search;2;12.494;5
offline > Tiktok > offline > Bing > offline > Tiktok;1;2;3
offline > offline > paid search > paid search > Retargeting;1;1.688;2
paid search > Pinterest > FB > Pinterest > Tiktok > FB > paid search > paid search > paid search;1;2.824;2
retargeting> FB > FB;1;3.234;3
paid search > paid search > FB > Tiktok;1;2.306;2
snapchat > FB;0;0;2
offline;6;30.9366666666667;30
snapchat > FB > snapchat > FB;2;3.918;5
paid search > paid search > snapchat;1;0.83;2
paid search > offline > offline;1;2.912;3
paid search > Tiktok > offline > paid search;1;2.55;2
Pinterest > Bing > Pinterest > Pinterest > paid search > Pinterest;1;2.2;3
FB;6;27.06;15
Tiktok > snapchat > snapchat;1;14.437;2
paid search > paid search > paid search > Pinterest > paid search > paid search > Pinterest > paid search > snapchat > paid search > paid search > paid search > paid search > paid search;0;0;3
Pinterest > FB;1;1.37;3
Pinterest > FB;1;6.1845;6
Tiktok > Pinterest > Pinterest > Tiktok > Tiktok > Pinterest > Tiktok;1;2.492;3
FB > Tiktok > FB;3;7.635;9
snapchat > FB > paid search;1;1.555;2
snapchat > FB;2;6.139;6
paid search > paid search > paid search > paid search > Retargeting;1;3.676;3
paid search > paid search > paid search > paid search > paid search;1;3.1;3
FB > Pinterest > FB;1;1.44;2
paid search > paid search > snapchat > display > snapchat > paid search > paid search > paid search > snapchat > paid search > snapchat > snapchat;1;2.19;2
paid search > Retargeting;1;2.64;6
display > display > Tiktok > Tiktok > display;1;1.8;2
snapchat > snapchat > snapchat > FB > snapchat > FB > Pinterest;0;0;3
snapchat > snapchat > snapchat;1;3.044;2
Pinterest > snapchat > Tiktok;0;0;3
paid search > snapchat > snapchat > FB;1;2.804;2
FB > paid search > Tiktok > Tiktok > Tiktok > paid search > paid search > Pinterest > Tiktok > Tiktok > paid search > paid search > Tiktok > Tiktok > paid search > paid search > paid search > paid search;1;5.342;3
snapchat > snapchat > snapchat > Tiktok;1;3.6;3
paid search > paid search > FB > paid search > Tiktok;1;2.619;2
Bing > display;1;7.932;2
paid search > paid search > paid search > paid search > paid search > paid search > Pinterest > paid search;1;3.971;3
FB;1;6.19233333333333;10
paid search > paid search > FB > Tiktok > snapchat > snapchat;1;2.332;3
snapchat > snapchat;0;0;2
snapchat > snapchat > display > display > Pinterest > FB > display > FB > snapchat > Tiktok > display > display > display;0;0;3
FB;3;30.31875;12
paid search > FB > retargeting> FB;1;2.32;2
FB > FB;1;5.4;2
FB > snapchat > FB > Tiktok;1;8.915;2
snapchat > paid search > snapchat > paid search > display > retargeting> FB > FB > paid search > Bing > display > display > Pinterest > Bing > paid search > snapchat > snapchat > snapchat > Bing > snapchat > snapchat > snapchat > snapchat > snapchat > snapchat > display > Pinterest > Bing;0;0;2
snapchat > paid search;0;0;3
snapchat > snapchat > snapchat;1;1.039;3
Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok;25;50.9355881944444;108
FB > FB > FB > FB;1;0.715;2
snapchat > snapchat;1;2.926;2
FB > Tiktok > FB;2;11.692;5
paid search > FB;1;4.174;2
Pinterest > Tiktok > Pinterest > FB > FB > Pinterest > Tiktok > Pinterest > Bing > Pinterest > Bing > Tiktok;0;0;3
paid search > snapchat > Tiktok;1;5.885;3
paid search > snapchat > Pinterest;0;0;2
paid search > paid search;1;4.5;3
paid search > FB > FB;0;0;3
Pinterest > paid search > Pinterest > FB > Pinterest > paid search > paid search;1;3.937;3
FB > FB > FB > Tiktok > Tiktok;1;3.665;3
paid search > Tiktok > paid search > Pinterest > FB > Tiktok > FB > paid search > FB > FB > FB > Bing > Tiktok > FB > FB;1;4.384;3
FB > paid search > paid search;0;0;2
snapchat > paid search > paid search;1;3.816;2
Pinterest > paid search > display > display > Tiktok > Tiktok > Tiktok > Pinterest > Tiktok;0;0;3
FB;1;2.309;3
snapchat > paid search > paid search > snapchat > snapchat > snapchat > FB > snapchat > FB;1;6.1;2
FB > FB > snapchat > snapchat > paid search > Tiktok;1;11.44;2
paid search > snapchat > paid search > paid search > paid search > paid search;1;3.98;2
FB > FB;1;12.716;3
Tiktok > Tiktok > snapchat > Pinterest > Pinterest > Tiktok;1;9.22;2
FB;1;6.166;3
paid search > Tiktok > FB > Bing;0;0;3
snapchat > snapchat > Tiktok > snapchat > Tiktok > FB;1;4.064;3
retargeting> FB;1;2.188;3
snapchat > Pinterest > paid search;1;6.213;3
FB;1;4.1;2
snapchat > FB > Tiktok;1;3.1;2
paid search > paid search > paid search > paid search;1;1.555;3
Pinterest > paid search > Pinterest > paid search > display > Pinterest > paid search;0;0;2
FB > display > offline > Tiktok > Bing;1;15.501;3
FB;1;4.103;6
paid search > Tiktok > paid search > paid search > paid search > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok;1;4.563;2
paid search > FB > FB;1;4.74;2
snapchat > snapchat > FB;1;5.685;2
paid search > FB;0;0;2
paid search > paid search > paid search > paid search > snapchat > snapchat > snapchat > Pinterest > display > Pinterest > Bing;1;2.675;3
snapchat > paid search;1;2.3;3
FB > Tiktok > paid search > Tiktok > paid search > paid search > paid search > Bing > Tiktok > Pinterest > paid search > paid search > paid search;1;3.8;2
paid search > paid search;0;0;2
snapchat > snapchat > snapchat > snapchat > offline > snapchat > snapchat > snapchat > Tiktok > snapchat > snapchat > snapchat > snapchat;0;0;2
snapchat > snapchat > snapchat > snapchat > Tiktok > snapchat > snapchat > paid search;1;4.53;2
Tiktok > FB;1;4.902;3
FB > Tiktok;1;3.028;3
paid search > paid search > paid search > paid search > paid search;2;8.425;6
paid search > Tiktok > display > paid search > display;1;7.171;2
Pinterest > FB > FB > paid search > paid search > paid search > snapchat > FB > paid search > paid search > paid search > paid search > snapchat > paid search > FB > Tiktok > snapchat > Pinterest > paid search > snapchat > paid search > snapchat;1;2.499;2
FB;1;1.11;2
paid search > paid search > FB > Tiktok;1;1.062;3
snapchat > snapchat > FB > snapchat > snapchat > snapchat > snapchat > snapchat > FB;1;2.88;2
Pinterest > display > Tiktok > display > Tiktok > display;1;1.48;2
snapchat > paid search > paid search > snapchat > Tiktok > paid search > paid search;1;5.024;3
paid search > paid search > paid search > paid search > paid search > paid search > paid search;1;16.561;2
FB;0;0;10
snapchat > Tiktok > paid search > paid search > snapchat > paid search > Bing > Tiktok > Tiktok > snapchat > display > snapchat > FB > Tiktok > snapchat > Tiktok > Bing > Tiktok > snapchat;1;3.43;2
FB > paid search > Pinterest > FB > Pinterest > Pinterest > FB > Tiktok > Tiktok > Tiktok;0;0;3
snapchat > snapchat > FB > Tiktok > retargeting> FB > Retargeting;1;5.759;3
paid search > FB > paid search > paid search > paid search > paid search;1;2.4;2
paid search > FB;1;0.653;2
FB > Bing > Tiktok > Bing;1;2.219;3
paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > snapchat > FB > snapchat > FB > snapchat > paid search > paid search > paid search > paid search;1;4.649;3
FB;1;0.4;3
FB > FB > FB > FB > Pinterest;0;0;2
snapchat > snapchat > snapchat > snapchat > FB > snapchat > FB;1;2.862;3
paid search > FB > FB > FB > Tiktok > Tiktok > FB > FB;0;0;3
snapchat > snapchat > FB;1;10.597;3
FB > FB;0;0;2
snapchat > paid search > paid search > snapchat > Pinterest > paid search > FB > paid search > snapchat > FB;1;0.623;3
paid search > FB > paid search;1;3.556;2
paid search > paid search > paid search > Pinterest > FB > Pinterest > FB > FB;1;4.75;3
FB > Tiktok;0;0;3
snapchat > snapchat > FB;1;3.543;2
Pinterest > Pinterest > FB;1;4.369;2
paid search > snapchat;1;3.5;3
FB > display > Tiktok;2;4.84;6
paid search > snapchat > FB > Tiktok > Tiktok;0;0;3
display > display > display > paid search > paid search > paid search > display > display > Tiktok;0;0;2
snapchat > FB > snapchat > FB > snapchat > FB;1;7.89;2
paid search > paid search > paid search > Pinterest > FB;0;0;2
snapchat > Tiktok > Bing;1;1.815;2
paid search > paid search > Tiktok > Pinterest > Tiktok > Bing > display > Tiktok;0;0;3
paid search > paid search > paid search > paid search > display > Tiktok;0;0;3
FB;0;0;2
FB > Pinterest > FB > Bing;1;2.679;2
paid search > paid search > paid search > Tiktok > paid search > paid search > Pinterest > Tiktok;1;2.529;3
Tiktok > Tiktok > snapchat;1;15.9;3
paid search > FB;1;5.45;3
paid search > paid search > offline > paid search > snapchat > display;2;3.93666666666667;8
FB > FB;0;0;3
paid search > Pinterest > display;1;2.9;2
FB > Pinterest;1;3.15;3
snapchat > FB > snapchat > FB;2;3.585;6
paid search > paid search > paid search > Bing > Bing;2;3.04;6
paid search > paid search > Bing;1;2.598;3
paid search > paid search > snapchat;1;3.45;2
paid search > paid search > paid search > paid search > paid search > paid search > Bing > Tiktok > Tiktok;1;3.023;2
FB > Pinterest > FB;0;0;2
display > Pinterest > Pinterest > Pinterest;1;2.535;3
Pinterest > snapchat > snapchat > Pinterest;1;3.336;2
snapchat > Tiktok > Tiktok;1;4.055;6
paid search > FB;2;8.60933333333333;8
FB > FB > FB;0;0;3
snapchat > snapchat > FB > paid search;0;0;2
FB;20;36.4845454545455;75
paid search > paid search > FB > FB > Tiktok > Tiktok > Tiktok;0;0;3
paid search > paid search > retargeting> display > Retargeting;1;2.132;3
FB;1;1.624;3
snapchat > FB;6;28.1292;34
FB > FB > FB > paid search > FB > FB;1;1.8;3
FB > FB > FB > FB > FB > Tiktok > FB;0;0;3
FB > FB;1;3.834;3
Tiktok > Tiktok > paid search > Tiktok > paid search > paid search > Tiktok > paid search > FB > Tiktok > paid search > paid search;1;4.239;3
FB;1;15.864;2
Pinterest > paid search > paid search > paid search > paid search > Pinterest;0;0;3
FB;1;1.099;3
paid search > FB > Tiktok > display > Tiktok;1;11.902;3
snapchat > Tiktok > snapchat > FB > snapchat > paid search > snapchat > snapchat > Tiktok > snapchat > Pinterest;1;10.539;3
snapchat > snapchat > FB > snapchat > paid search > FB;1;5.17;3
paid search > Tiktok > FB;2;3.836;6
FB;0;0;2
Pinterest > FB > Pinterest > snapchat;1;1.691;2
paid search > paid search > Pinterest;1;4.9;2
snapchat > snapchat > FB;1;4.45;3
snapchat > paid search > snapchat > display > snapchat > snapchat > paid search > paid search > paid search;1;4.276;2
paid search > paid search > snapchat > snapchat > snapchat > snapchat > snapchat > FB > FB;0;0;2
FB > FB > FB > FB > FB > FB;1;2.5;3
snapchat > FB;0;0;3
snapchat > snapchat > Pinterest > paid search;1;3.525;3
snapchat > snapchat > FB;1;3.939;2
snapchat;42;170.932631578947;197
FB;6;38.1205714285714;22
snapchat > FB;1;2.76;3
paid search > paid search > Retargeting;1;3.488;2
paid search > FB > snapchat > paid search > paid search > paid search > paid search > Pinterest > Pinterest > paid search > paid search > FB > paid search;1;2.917;3
paid search > Pinterest > paid search > Tiktok > display > display > display > display > Pinterest > Pinterest;1;13.042;2
display > retargeting> display;4;9.808;12
paid search > paid search > paid search > paid search > Tiktok;1;5.004;3
snapchat > Tiktok > Tiktok > Tiktok > Tiktok > FB;0;0;3
paid search > paid search > Pinterest > paid search > snapchat > paid search > paid search > Pinterest > paid search > snapchat > paid search > paid search > paid search > paid search > Bing > paid search > Tiktok > paid search;1;3.107;3
Tiktok > retargeting> Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok;1;2.777;3
paid search > FB > FB > Tiktok > paid search > paid search > Bing > paid search > Tiktok;1;1.1;2
paid search > paid search > snapchat > snapchat > paid search > paid search > Pinterest > Pinterest > paid search > paid search > paid search;1;5.83;3
Tiktok > snapchat > Tiktok;1;3.012;2
snapchat > snapchat > Tiktok > snapchat > snapchat > Tiktok > Tiktok > snapchat > FB;0;0;2
snapchat > paid search > paid search > retargeting> paid search;1;10.126;2
snapchat > FB > paid search > snapchat > FB;0;0;2
FB > Tiktok > Tiktok;1;11.679;3
FB;1;0.556;2
snapchat > snapchat > FB;1;7.507;3
display > Bing > display > paid search > Bing > Bing;0;0;3
paid search > Pinterest > paid search > paid search > Pinterest > Pinterest > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > FB > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > FB > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search;1;8.261;2
snapchat > snapchat > FB;1;1.3;3
snapchat > snapchat > FB;1;7.1;2
FB > FB > FB > FB > Tiktok;1;2.17;2
snapchat > snapchat > snapchat > snapchat > FB;1;2.655;3
paid search > Bing > Bing > paid search > paid search > paid search > paid search > paid search;2;4.296;5
paid search > Tiktok > paid search > paid search > snapchat > FB > Tiktok > display;0;0;2
snapchat > paid search > paid search > FB;1;8.153;2
FB;5;9.72;16
paid search > snapchat > snapchat > display;1;6.576;2
Pinterest > Tiktok > paid search > FB > Pinterest > FB > Pinterest > FB > FB > Tiktok > Pinterest > paid search > paid search > FB > paid search > FB > paid search > paid search > FB > FB > FB > FB > paid search > Tiktok;1;0.152;2
snapchat > snapchat > snapchat > snapchat > snapchat > snapchat > FB > snapchat > snapchat > snapchat > snapchat > snapchat > snapchat > snapchat > snapchat > snapchat > snapchat > FB > snapchat > FB;1;3.072;2
FB > Tiktok;1;6.23;2
snapchat > FB > Tiktok > FB;1;4.516;3
Pinterest > paid search > paid search > Tiktok > Pinterest > paid search > Bing > Tiktok > paid search > paid search;1;5.46;2
paid search > FB;1;3.466;3
Tiktok > FB;0;0;2
Pinterest > paid search > paid search > paid search > Tiktok > paid search > paid search > paid search;3;10.779;9
snapchat > snapchat;1;0.34;2
snapchat > Pinterest > FB;1;3.47;2
retargeting> Pinterest;1;6.75;3
offline > display;0;0;3
paid search > FB > snapchat > FB;1;1.4;2
Tiktok > Pinterest > Pinterest > Tiktok > Tiktok > Tiktok > Tiktok;1;2.44;3
FB > FB > FB > display > FB > FB > Bing > Pinterest > Bing;1;3.82;2
FB > paid search > paid search > Pinterest;1;10.039;2
FB > FB;0;0;3
FB > Bing > snapchat > FB > Pinterest > FB > snapchat > FB > Pinterest > Pinterest > Bing > Pinterest > Pinterest > Pinterest > Pinterest > Pinterest > Pinterest > Bing > Pinterest > Pinterest > Pinterest > Pinterest;1;5.048;3
paid search > snapchat > FB;1;7.041;2
paid search > paid search > snapchat > Tiktok;1;2.2;3
FB > Tiktok > Pinterest;0;0;5
snapchat > snapchat > snapchat > snapchat > snapchat > snapchat > snapchat > snapchat > FB > snapchat > snapchat > FB > FB;0;0;3
snapchat > paid search > snapchat > Tiktok > snapchat > snapchat > FB > FB > paid search > paid search > FB > snapchat > FB > FB > FB > FB > FB > snapchat > FB > Tiktok > Tiktok > FB > FB > snapchat > FB > FB > FB > FB > FB > FB > FB > FB;1;1.326;3
